,volume,timestamp,price,high,low,open,change,coin
676,11.56K,2021-02-02,0.4425,0.45694,0.435,0.4554,-2.83%,
677,108.84K,2021-02-01,0.4554,0.46,0.4478,0.45557,-0.04%,
678,12.21K,2021-01-31,0.45557,0.45557,0.43866,0.43873,3.84%,
679,5.07K,2021-01-30,0.43873,0.47792,0.43873,0.46151,-4.94%,
680,10.45K,2021-01-29,0.46151,0.48027,0.4405,0.45363,1.74%,
681,19.25K,2021-01-28,0.45363,0.485,0.42896,0.42896,5.75%,
682,3.13K,2021-01-26,0.45499,0.46004,0.4475,0.4475,1.67%,
683,62.24K,2021-01-25,0.4475,0.45541,0.43342,0.43342,3.25%,
684,4.32K,2021-01-24,0.43342,0.46,0.42923,0.45237,-4.19%,
685,8.96K,2021-01-23,0.45237,0.45694,0.43181,0.43181,4.76%,
686,8.08K,2021-01-22,0.43181,0.43409,0.40398,0.42359,1.94%,
687,6.95K,2021-01-21,0.42359,0.46249,0.42359,0.46249,-8.41%,
688,10.42K,2021-01-19,0.475,0.49445,0.46171,0.46171,2.88%,
689,22.59K,2021-01-18,0.46171,0.48281,0.44166,0.44711,3.27%,
690,25.76K,2021-01-17,0.44711,0.48449,0.44416,0.4675,-4.36%,
691,11.68K,2021-01-16,0.4675,0.4725,0.45955,0.4725,-1.06%,
692,8.53K,2021-01-15,0.4725,0.49534,0.46321,0.49534,-4.61%,
693,4.61K,2021-01-14,0.49534,0.51127,0.49161,0.51127,-2.87%,
694,12.71K,2021-01-13,0.50999,0.50999,0.4675,0.5021,1.57%,
695,33.92K,2021-01-12,0.5021,0.53202,0.45934,0.46674,7.58%,
696,20.70K,2021-01-11,0.46674,0.527,0.405,0.527,-11.43%,
697,14.94K,2021-01-10,0.527,0.5807800000000001,0.52449,0.54512,-3.23%,
698,25.41K,2021-01-09,0.5445800000000001,0.5769000000000001,0.5345300000000001,0.5769000000000001,-5.60%,
699,28.53K,2021-01-08,0.5769000000000001,0.5769000000000001,0.465,0.465,24.06%,
700,18.52K,2021-01-07,0.465,0.465,0.44123,0.44123,5.24%,
701,13.14K,2021-01-06,0.44183,0.44968,0.42931,0.44763,-1.30%,
702,10.50K,2021-01-05,0.44763,0.44763,0.43176,0.43176,4.32%,
703,24.55K,2021-01-04,0.42911,0.4577,0.42911,0.44966,-5.16%,
704,24.53K,2021-01-03,0.45248,0.45248,0.42647,0.4315,4.86%,
705,22.06K,2021-01-02,0.4315,0.475,0.425,0.475,-9.16%,
706,10.04K,2021-01-01,0.475,0.4821,0.4653,0.4821,-1.47%,
707,13.82K,2020-12-31,0.4821,0.52354,0.4821,0.51576,-6.53%,
708,42.16K,2020-12-30,0.51576,0.6040800000000001,0.51576,0.57999,-11.07%,
709,39.20K,2020-12-29,0.57999,0.57999,0.46742,0.47275,22.68%,
710,14.73K,2020-12-28,0.47275,0.49135,0.45714,0.49135,-3.79%,
711,25.87K,2020-12-26,0.50612,0.5715100000000001,0.50612,0.5715100000000001,-11.44%,
712,150.56K,2020-12-25,0.5715300000000001,0.6115700000000001,0.55089,0.58647,4.81%,
713,95.08K,2020-12-24,0.5452800000000001,0.7361800000000001,0.42998,0.42998,26.82%,
714,130.43K,2020-12-22,0.5565500000000001,0.71001,0.47,0.71001,-19.12%,
715,134.86K,2020-12-21,0.68815,0.68815,0.26104,0.26104,163.62%,
716,6.26K,2020-12-20,0.26104,0.30991,0.26003,0.3039,-14.10%,
717,10.37K,2020-12-18,0.35997,0.36811,0.35405,0.3653,-1.46%,
718,26.32K,2020-12-17,0.3653,0.43152,0.3653,0.43152,-15.35%,
719,23.00K,2020-12-16,0.43152,0.49738,0.43152,0.49738,-13.24%,
720,61.15K,2020-12-15,0.49738,0.51459,0.49555,0.5052800000000001,-1.56%,
721,20.48K,2020-12-14,0.5052800000000001,0.53129,0.5052800000000001,0.53129,-4.90%,
722,28.78K,2020-12-12,0.57616,0.6024,0.5761000000000001,0.58596,-1.67%,
723,70.83K,2020-12-11,0.58596,0.7046500000000001,0.55371,0.7046500000000001,-16.84%,
724,173.22K,2020-12-09,0.7810100000000001,0.7810100000000001,0.56816,0.56816,37.46%,
725,5.08K,2020-12-08,0.56816,0.56816,0.46429,0.46539,22.08%,
726,0.17K,2020-12-07,0.46539,0.46857,0.46539,0.46857,-0.68%,
727,86.70K,2020-12-06,0.46857,0.4735,0.46857,0.4735,-1.04%,
728,1.53K,2020-12-05,0.4735,0.5002800000000001,0.47244,0.47244,0.22%,
729,1.23K,2020-12-03,0.46935,0.46935,0.46372,0.46799,0.29%,
730,0.74K,2020-12-02,0.46799,0.46799,0.46653,0.46653,0.31%,
731,0.48K,2020-12-01,0.46653,0.46653,0.4615,0.46651,0.00%,
732,0.55K,2020-11-30,0.46651,0.46653,0.46339,0.46339,0.67%,
733,0.55K,2020-11-30,0.46651,0.46653,0.46339,0.46339,0.67%,
734,0.06K,2020-11-28,0.46395,0.46999,0.46395,0.46836,-0.94%,
735,1.00K,2020-11-26,0.47216,0.48622,0.47142,0.48622,-2.89%,
736,1.81K,2020-11-25,0.48622,0.49346,0.47806,0.48265,0.74%,
737,0.61K,2020-11-23,0.4775,0.48287,0.47244,0.4801,-0.54%,
738,2.38K,2020-11-21,0.49228,0.49418,0.48088,0.48341,1.83%,
739,1.37K,2020-11-19,0.49387,0.49926,0.49387,0.49898,-1.02%,
740,1.37K,2020-11-18,0.49898,0.49898,0.49185,0.49705,0.39%,
741,54.84K,2020-11-16,0.51715,0.57059,0.48874,0.48874,5.81%,
742,1.40K,2020-11-11,0.52124,0.5998600000000001,0.52124,0.5998600000000001,-13.11%,
743,1.40K,2020-11-11,0.52124,0.5998600000000001,0.52124,0.5998600000000001,-13.11%,
744,68.60K,2020-11-09,0.52832,0.52832,0.46372,0.46935,12.56%,
745,2.44K,2020-11-07,0.46001,0.50314,0.44798,0.50304,-8.55%,
746,4.97K,2020-11-04,0.38784,0.40514,0.37936,0.38474,0.81%,
747,1.95K,2020-11-02,0.38163,0.3878,0.37933,0.37933,0.61%,
748,0.36K,2020-11-01,0.37933,0.38217,0.37655,0.37655,0.74%,
749,112.69K,2020-10-30,0.37142,0.3867,0.37142,0.37978,-2.20%,
750,1.09K,2020-10-27,0.40006,0.41221,0.40006,0.41155,-2.79%,
751,102.05K,2020-10-26,0.41155,0.42202,0.41155,0.41224,-0.17%,
752,26.17K,2020-10-24,0.40946,0.43265,0.39691,0.39691,3.16%,
753,0.55K,2020-10-22,0.53122,0.54261,0.51715,0.51715,2.72%,
754,2.14K,2020-10-20,0.57132,0.6004900000000001,0.57132,0.6004900000000001,-4.86%,
755,52.18K,2020-10-19,0.6004900000000001,0.62714,0.6004900000000001,0.6233500000000001,-3.67%,
756,87.77K,2020-10-17,0.5936,0.6189,0.5936,0.6189,-4.09%,
757,50.09K,2020-10-15,0.60262,0.60262,0.58631,0.59177,1.83%,
758,33.74K,2020-10-12,0.58091,0.5863400000000001,0.56079,0.56079,3.59%,
759,0.26K,2020-10-11,0.56079,0.5999800000000001,0.56079,0.5999800000000001,-6.53%,
760,0.84K,2020-10-09,0.51114,0.6034,0.51114,0.57757,-11.50%,
761,7.15K,2020-10-07,0.5431400000000001,0.5431400000000001,0.49674,0.5252800000000001,3.40%,
762,2.69K,2020-10-05,0.46153,0.46372,0.45248,0.46063,0.20%,
763,1.22K,2020-10-04,0.46063,0.51714,0.46063,0.47832,-3.70%,
764,18.98K,2020-10-02,0.43853,0.649,0.35762,0.36591,19.85%,
765,8.82K,2020-09-30,0.42881,0.42881,0.42203,0.42203,1.61%,
766,3.16K,2020-09-29,0.42203,0.42542,0.41592,0.41734,1.12%,
767,87.53K,2020-09-27,0.44576,0.44576,0.34155,0.34472,28.03%,
768,3.78K,2020-09-23,0.3,0.33712,0.3,0.32312,-7.16%,
769,28.04K,2020-09-21,0.32046,0.44,0.27,0.44,-27.17%,
770,98.57K,2020-09-15,0.21294,0.21993,0.20897,0.20897,1.90%,
771,69.61K,2020-09-08,0.1918,0.19939,0.18279,0.18289,4.87%,
772,78.64K,2020-09-05,0.1742,0.18279,0.1742,0.18279,-4.70%,
773,9.67K,2020-09-03,0.17772,0.22296,0.17772,0.21329,-16.68%,
774,92.03K,2020-08-31,0.20422,0.21292,0.19846,0.19846,2.90%,
775,272.72K,2020-08-29,0.2175,0.21913,0.2166,0.21913,-0.74%,
776,163.69K,2020-08-27,0.22855,0.25968,0.22855,0.25968,-11.99%,
777,87.00K,2020-08-25,0.28202,0.29779,0.27777,0.29779,-5.30%,
778,214.79K,2020-08-22,0.33956,0.34249,0.33183,0.34249,-0.86%,
779,246.17K,2020-08-19,0.48621,0.48621,0.18121,0.18121,168.31%,
780,442.38K,2020-08-17,0.16997,0.16997,0.15711,0.15829,7.38%,
781,81.56K,2020-08-15,0.16253,0.16961,0.16253,0.16944,-4.08%,
782,400.91K,2020-08-11,0.16,0.16,0.15071,0.15071,6.16%,
783,361.22K,2020-08-10,0.15071,0.15585,0.15071,0.15479,-2.64%,
784,305.95K,2020-08-07,0.15012,0.15556,0.15012,0.15212,-1.31%,
785,396.09K,2020-08-05,0.1502,0.15393,0.1502,0.15393,-2.42%,
786,324.57K,2020-08-03,0.16266,0.1667,0.1581,0.1667,-2.42%,
787,275.64K,2020-08-01,0.17748,0.18323,0.17197,0.18323,-3.14%,
788,355.27K,2020-07-30,0.15353,0.1536,0.14363,0.15261,0.33%,
789,139.67K,2020-07-28,0.15102,0.16302,0.15102,0.16302,-7.36%,
790,385.20K,2020-07-27,0.16302,0.16911,0.16244,0.16274,0.17%,
791,358.78K,2020-07-26,0.16274,0.18822,0.162,0.18822,-13.97%,
792,323.07K,2020-07-22,0.2576,0.2576,0.15615,0.19341,33.19%,
793,52.39K,2020-07-21,0.19341,0.19341,0.16906,0.16914,14.35%,
794,5.89K,2020-07-20,0.16914,0.17503,0.16914,0.17413,-2.87%,
795,69.48K,2020-07-18,0.17226,0.18106,0.17223,0.17689,-2.63%,
796,93.45K,2020-07-17,0.17691,0.19451,0.17249,0.17359,1.91%,
797,68.08K,2020-07-16,0.17359,0.18729,0.17339,0.18729,-7.31%,
798,11.70K,2020-07-15,0.18729,0.19202,0.18481,0.19197,-2.44%,
799,91.82K,2020-07-13,0.18375,0.19209,0.16936,0.19209,-4.34%,
800,94.75K,2020-07-12,0.19209,0.19369,0.18323,0.19302,-0.33%,
801,80.29K,2020-07-11,0.19273,0.19273,0.16616,0.16878,14.19%,
802,8.74K,2020-07-10,0.16878,0.16878,0.16018,0.1669,1.13%,
803,4.09K,2020-07-09,0.1669,0.17121,0.164,0.17121,-3.43%,
804,56.30K,2020-07-07,0.18511,0.20383,0.17783,0.20383,-9.18%,
805,1.99K,2020-07-06,0.20383,0.20383,0.19966,0.20169,1.06%,
806,8.79K,2020-07-05,0.20169,0.206,0.19996,0.206,-2.09%,
807,12.17K,2020-07-04,0.206,0.21975,0.1791,0.21868,-5.80%,
808,7.91K,2020-07-03,0.21868,0.221,0.21642,0.21886,-0.08%,
809,28.74K,2020-07-02,0.21886,0.22197,0.2163,0.22152,-1.20%,
810,27.24K,2020-07-01,0.22152,0.22496,0.21501,0.21791,1.64%,
811,26.61K,2020-06-30,0.21794,0.22591,0.21152,0.22121,-1.48%,
812,28.07K,2020-06-29,0.22121,0.22562,0.21056,0.21567,2.57%,
813,32.65K,2020-06-28,0.21567,0.22074,0.21057,0.21808,-1.10%,
814,37.11K,2020-06-27,0.21806,0.25,0.21508,0.22073,-1.21%,
815,28.75K,2020-06-26,0.22073,0.22854,0.21487,0.22813,-3.24%,
816,29.40K,2020-06-25,0.22813,0.24896,0.22591,0.24075,-5.21%,
817,27.56K,2020-06-24,0.24067,0.24997,0.2281,0.24031,0.15%,
818,27.86K,2020-06-23,0.24031,0.24999,0.2314,0.23521,2.24%,
819,29.82K,2020-06-22,0.23504,0.24078,0.22797,0.23797,-1.28%,
820,26.18K,2020-06-21,0.23809,0.24058,0.23001,0.23218,2.55%,
821,28.41K,2020-06-20,0.23218,0.2448,0.23,0.23077,0.47%,
822,31.05K,2020-06-19,0.2311,0.25,0.2216,0.24773,-6.71%,
823,28.72K,2020-06-18,0.24773,0.27387,0.23416,0.26448,-6.33%,
824,11.23K,2020-06-17,0.26448,0.27867,0.23416,0.26905,-1.70%,
825,5.04K,2020-06-16,0.26905,0.28343,0.25,0.27387,-1.76%,
826,9.35K,2020-06-15,0.27387,0.33175,0.2501,0.26382,3.81%,
827,2.53K,2020-06-14,0.26382,0.27867,0.25,0.25635,2.91%,
828,3.23K,2020-06-13,0.25635,0.28819,0.2501,0.26,-1.40%,
829,1.41K,2020-06-12,0.26,0.26908,0.25004,0.26563,-2.12%,
830,1.38K,2020-06-11,0.26563,0.286,0.26001,0.286,-7.12%,
831,15.86K,2020-06-10,0.286,0.28819,0.27335,0.27478,4.08%,
832,11.34K,2020-06-09,0.27478,0.30033,0.25,0.26674,3.01%,
833,51.38K,2020-06-08,0.26674,0.31061,0.2667,0.281,-5.07%,
834,36.03K,2020-06-07,0.281,0.29494,0.26192,0.29337,-4.21%,
835,55.93K,2020-06-06,0.29336,0.30034,0.2903,0.29502,-1.48%,
836,59.52K,2020-06-05,0.29778,0.30032,0.29502,0.29719,0.20%,
837,60.82K,2020-06-04,0.29719,0.3009,0.28001,0.30079,-1.08%,
838,68.93K,2020-06-02,0.32596,0.3787,0.2737,0.3787,-13.93%,
839,64.25K,2020-06-01,0.3787,0.41592,0.27497,0.28168,34.44%,
840,17.34K,2020-05-31,0.28168,0.32676,0.2614,0.32056,-12.13%,
841,15.06K,2020-05-30,0.32056,0.33645,0.3205,0.33051,-3.01%,
842,15.77K,2020-05-29,0.33051,0.34443,0.30062,0.34443,-4.04%,
843,19.50K,2020-05-28,0.34443,0.37898,0.30745,0.37292,-7.64%,
844,34.56K,2020-05-27,0.37292,0.45,0.33437,0.4295,-13.17%,
845,33.90K,2020-05-26,0.4295,0.515,0.2968,0.38502,11.55%,
846,64.45K,2020-05-25,0.38502,0.54912,0.2619,0.35967,7.05%,
847,44.09K,2020-05-24,0.35967,0.59999,0.21033,0.21048,70.87%,
848,16.65K,2020-05-23,0.21049,0.23498,0.2103,0.22745,-7.46%,
849,15.32K,2020-05-22,0.22745,0.25012,0.21,0.2319,-1.92%,
850,13.68K,2020-05-21,0.2319,0.25626,0.21,0.24083,-3.71%,
851,19.69K,2020-05-20,0.24083,0.27909,0.225,0.26897,-12.02%,
852,17.69K,2020-05-19,0.27373,0.28873,0.25796,0.27606,-0.84%,
853,19.49K,2020-05-18,0.27606,0.28944,0.22851,0.28368,-3.83%,
854,29.31K,2020-05-17,0.28705,0.29699,0.22,0.2741,4.72%,
855,20.54K,2020-05-16,0.2741,0.33981,0.21225,0.32302,-15.14%,
856,2.88K,2020-05-15,0.32302,0.36405,0.32,0.32912,-1.85%,
857,5.14K,2020-05-14,0.32912,0.387,0.32885,0.35967,-8.49%,
858,25.30K,2020-05-13,0.35967,0.35967,0.291,0.31366,14.67%,
859,48.17K,2020-05-12,0.31366,0.42098,0.27562,0.41036,-23.52%,
860,20.16K,2020-05-11,0.41013,0.56,0.37,0.4459,-8.02%,
861,18.67K,2020-05-10,0.4459,0.57059,0.35521,0.36788,21.27%,
862,14.17K,2020-05-09,0.3677,0.40247,0.36405,0.40214,-8.62%,
863,14.16K,2020-05-08,0.4024,0.4048,0.39981,0.40325,-0.21%,
864,14.12K,2020-05-07,0.40326,0.40944,0.40325,0.40906,-1.45%,
865,14.85K,2020-05-06,0.40919,0.41163,0.36405,0.36741,11.36%,
866,14.44K,2020-05-05,0.36746,0.40519,0.36405,0.39993,-8.12%,
867,14.29K,2020-05-04,0.39992,0.41933,0.38896,0.41709,-4.23%,
868,16.78K,2020-05-03,0.41758,0.49691,0.37796,0.4968,-15.95%,
869,14.04K,2020-05-02,0.4968,0.4988,0.49594,0.49785,-0.22%,
870,14.94K,2020-05-01,0.49791,0.54234,0.44166,0.54201,-8.18%,
871,6.95K,2020-04-30,0.54224,0.60248,0.48202,0.48202,12.49%,
872,24.48K,2020-04-29,0.48202,0.64878,0.48002,0.5854100000000001,-17.66%,
873,68.02K,2020-04-27,0.43033,0.53,0.3,0.52773,-18.46%,
874,112.98K,2020-04-26,0.52773,0.5747300000000001,0.43503,0.48273,9.32%,
875,94.68K,2020-04-25,0.48273,0.48989,0.34596,0.48294,-0.04%,
876,151.43K,2020-04-24,0.48294,0.48988,0.44441,0.48657,-0.81%,
877,119.52K,2020-04-23,0.48688,0.52692,0.44443,0.4474,8.81%,
878,202.93K,2020-04-22,0.44747,0.5186900000000001,0.42026,0.51531,-13.17%,
879,104.79K,2020-04-21,0.51534,0.5212,0.51112,0.5133500000000001,0.12%,
880,97.84K,2020-04-20,0.5147400000000001,0.54522,0.50748,0.53652,-4.06%,
881,109.59K,2020-04-19,0.5365300000000001,0.54979,0.53151,0.5490700000000001,-2.27%,
882,137.21K,2020-04-18,0.54901,0.5523,0.52736,0.52736,3.92%,
883,134.78K,2020-04-17,0.5282800000000001,0.53512,0.5247200000000001,0.53291,-0.85%,
884,129.17K,2020-04-16,0.53281,0.5377500000000001,0.48477,0.49521,7.61%,
885,134.39K,2020-04-15,0.49512,0.51658,0.49465,0.5120600000000001,-3.33%,
886,139.84K,2020-04-14,0.51217,0.52317,0.50839,0.5148400000000001,-0.50%,
887,165.47K,2020-04-13,0.51476,0.51493,0.51381,0.5148,-0.01%,
888,169.48K,2020-04-12,0.5147900000000001,0.5158900000000001,0.51468,0.5148900000000001,-0.01%,
889,165.56K,2020-04-11,0.5148600000000001,0.51932,0.5111600000000001,0.5122500000000001,0.48%,
890,163.13K,2020-04-10,0.5123800000000001,0.5484100000000001,0.49099,0.54718,-6.38%,
891,203.80K,2020-04-09,0.54727,0.5551900000000001,0.53532,0.5532600000000001,-1.02%,
892,189.45K,2020-04-08,0.5529200000000001,0.55749,0.53144,0.53452,3.53%,
893,150.48K,2020-04-07,0.5340900000000001,0.5594300000000001,0.52595,0.5464100000000001,-2.28%,
894,136.97K,2020-04-06,0.5465500000000001,0.54722,0.49578,0.49608,10.17%,
895,136.16K,2020-04-05,0.49611,0.5046700000000001,0.48932,0.50271,-1.35%,
896,135.37K,2020-04-04,0.5029,0.50754,0.48917,0.49385,1.86%,
897,136.28K,2020-04-03,0.49373,0.5128600000000001,0.4848,0.49643,-0.52%,
898,198.94K,2020-04-02,0.4963,0.5256700000000001,0.48093,0.48323,2.58%,
899,204.90K,2020-04-01,0.48384,0.4855,0.45076,0.47021,2.92%,
900,176.93K,2020-03-31,0.47009,0.47524,0.46444,0.4687,-0.07%,
901,167.88K,2020-03-30,0.47041,0.479,0.43269,0.43304,8.57%,
902,185.96K,2020-03-29,0.43327,0.4616,0.4331,0.46009,-5.85%,
903,203.84K,2020-03-28,0.46018,0.46527,0.44506,0.46526,-1.26%,
904,170.88K,2020-03-27,0.46604,0.49874,0.46346,0.49154,-5.19%,
905,155.55K,2020-03-26,0.49157,0.49271,0.47491,0.48396,1.76%,
906,142.12K,2020-03-25,0.48306,0.50444,0.4687,0.49096,-1.61%,
907,138.10K,2020-03-24,0.49207,0.50504,0.46658,0.47301,4.06%,
908,132.22K,2020-03-24,0.49096,0.50504,0.46658,0.47301,3.82%,
909,188.48K,2020-03-20,0.45637,0.50736,0.42242,0.45827,-0.38%,
910,191.66K,2020-03-18,0.39925,0.41788,0.3816,0.40647,-1.68%,
911,144.46K,2020-03-16,0.37658,0.41291,0.34127,0.41285,-8.80%,
912,128.23K,2020-03-14,0.40184,0.42805,0.39596,0.42295,-5.10%,
913,224.91K,2020-03-12,0.35186,0.6036400000000001,0.35169,0.60177,-41.53%,
914,115.65K,2020-03-11,0.60177,0.60877,0.5753900000000001,0.60253,-0.11%,
915,71.92K,2020-03-09,0.6084400000000001,0.70159,0.56852,0.69862,-12.92%,
916,85.70K,2020-03-08,0.69872,0.7016100000000001,0.69003,0.69823,0.03%,
917,93.37K,2020-03-07,0.69854,0.70682,0.66744,0.70125,-0.36%,
918,112.12K,2020-03-05,0.6913400000000001,0.7011400000000001,0.6661400000000001,0.6726200000000001,2.78%,
919,118.02K,2020-03-04,0.6726200000000001,0.68149,0.6570900000000001,0.67166,0.15%,
920,118.85K,2020-03-03,0.67159,0.6856300000000001,0.6623600000000001,0.6853400000000001,-1.98%,
921,116.02K,2020-03-02,0.68515,0.6883100000000001,0.6339400000000001,0.65142,5.16%,
922,129.51K,2020-03-01,0.65151,0.66532,0.6445700000000001,0.6636500000000001,-1.83%,
923,120.73K,2020-02-29,0.66364,0.6887,0.65349,0.6633100000000001,-2.31%,
924,99.95K,2020-02-28,0.6793600000000001,0.68378,0.6286200000000001,0.6743,0.76%,
925,112.38K,2020-02-27,0.67425,0.6888200000000001,0.6651900000000001,0.6871600000000001,-1.89%,
926,110.96K,2020-02-26,0.6872400000000001,0.72865,0.6853800000000001,0.72204,-4.80%,
927,86.90K,2020-02-25,0.7218600000000001,0.7580600000000001,0.7201000000000001,0.75463,-4.32%,
928,102.32K,2020-02-24,0.75443,0.79844,0.74345,0.7958700000000001,-5.20%,
929,115.79K,2020-02-23,0.7957900000000001,0.79598,0.76204,0.76214,4.40%,
930,113.71K,2020-02-22,0.76226,0.7697,0.75246,0.7670800000000001,-0.61%,
931,97.83K,2020-02-21,0.76695,0.7758600000000001,0.7528900000000001,0.7558,1.53%,
932,99.46K,2020-02-20,0.7553900000000001,0.7665700000000001,0.7332900000000001,0.7579100000000001,-0.30%,
933,155.27K,2020-02-19,0.7577,0.82925,0.74528,0.81588,-7.14%,
934,105.75K,2020-02-18,0.81598,0.82428,0.7626700000000001,0.7796900000000001,4.66%,
935,76.98K,2020-02-17,0.7796500000000001,0.78976,0.7391800000000001,0.78641,-0.99%,
936,82.81K,2020-02-16,0.78744,0.8204400000000001,0.7365400000000001,0.8000900000000001,-1.56%,
937,93.36K,2020-02-15,0.7999400000000001,0.8624900000000001,0.79224,0.8585400000000001,-6.81%,
938,49.19K,2020-02-14,0.8584100000000001,0.8588300000000001,0.8200500000000001,0.83428,2.90%,
939,83.18K,2020-02-13,0.8342100000000001,0.8547,0.8160900000000001,0.8364900000000001,-0.34%,
940,94.92K,2020-02-12,0.83708,0.83964,0.80693,0.80693,3.68%,
941,95.86K,2020-02-11,0.80737,0.8102,0.75714,0.77066,4.65%,
942,104.43K,2020-02-10,0.7714700000000001,0.7895000000000001,0.7579300000000001,0.78842,-2.14%,
943,272.69K,2020-02-09,0.7883800000000001,0.7889100000000001,0.7628600000000001,0.7655200000000001,2.99%,
944,182.49K,2020-02-08,0.7655200000000001,0.7693800000000001,0.7357600000000001,0.7549300000000001,1.40%,
945,133.51K,2020-02-07,0.75497,0.75529,0.7428400000000001,0.7428400000000001,1.06%,
946,230.69K,2020-02-06,0.7470800000000001,0.7553000000000001,0.71762,0.73721,1.34%,
947,218.46K,2020-02-05,0.7371700000000001,0.7442500000000001,0.69693,0.69784,5.66%,
948,105.54K,2020-02-04,0.6976800000000001,0.7154,0.69242,0.7031200000000001,-0.78%,
949,154.31K,2020-02-03,0.7031900000000001,0.7154,0.6989700000000001,0.71299,-1.36%,
950,136.96K,2020-02-02,0.7129200000000001,0.71735,0.68635,0.70479,1.13%,
951,131.70K,2020-02-01,0.70494,0.70891,0.6950400000000001,0.6973,1.09%,
952,121.22K,2020-01-31,0.6973100000000001,0.71342,0.6851700000000001,0.71203,-2.09%,
953,122.09K,2020-01-30,0.7121700000000001,0.7163200000000001,0.68381,0.69008,3.22%,
954,101.95K,2020-01-29,0.6899400000000001,0.70042,0.6879200000000001,0.69732,-1.08%,
955,125.85K,2020-01-28,0.6974800000000001,0.69793,0.6637900000000001,0.66393,5.05%,
956,111.57K,2020-01-27,0.6639200000000001,0.6710900000000001,0.64012,0.64204,3.39%,
957,106.87K,2020-01-26,0.6421300000000001,0.6422300000000001,0.6149600000000001,0.6193700000000001,3.67%,
958,124.09K,2020-01-25,0.6193700000000001,0.62748,0.61226,0.6273500000000001,-1.19%,
959,143.35K,2020-01-24,0.62683,0.6335400000000001,0.60951,0.62521,0.16%,
960,142.97K,2020-01-23,0.6258,0.64973,0.61616,0.64931,-3.64%,
961,158.59K,2020-01-22,0.6494300000000001,0.6587900000000001,0.64368,0.6538200000000001,-0.65%,
962,128.14K,2020-01-21,0.65371,0.6566200000000001,0.63643,0.64532,1.31%,
963,128.48K,2020-01-20,0.64524,0.6541600000000001,0.63183,0.64824,-0.41%,
964,149.40K,2020-01-19,0.6478700000000001,0.68144,0.63234,0.66264,-2.24%,
965,133.48K,2020-01-18,0.66269,0.6739700000000001,0.6528600000000001,0.6650600000000001,-0.35%,
966,115.71K,2020-01-17,0.66503,0.67264,0.64376,0.6494,2.33%,
967,121.17K,2020-01-16,0.6498600000000001,0.6593100000000001,0.63388,0.65632,-0.93%,
968,138.84K,2020-01-15,0.65597,0.6658400000000001,0.63466,0.6581400000000001,-0.30%,
969,162.76K,2020-01-14,0.65795,0.66385,0.5861900000000001,0.5861900000000001,12.20%,
970,177.47K,2020-01-13,0.5864100000000001,0.5932000000000001,0.58159,0.59245,-0.95%,
971,176.80K,2020-01-12,0.59201,0.5921000000000001,0.5758500000000001,0.57938,2.17%,
972,157.62K,2020-01-11,0.5794400000000001,0.5981700000000001,0.5761000000000001,0.5901500000000001,-1.70%,
973,139.99K,2020-01-10,0.5894600000000001,0.58989,0.5509900000000001,0.56016,5.16%,
974,126.47K,2020-01-09,0.56055,0.5744100000000001,0.5535300000000001,0.57369,-2.32%,
975,119.02K,2020-01-08,0.5738800000000001,0.6032700000000001,0.56305,0.5836,-1.72%,
976,122.50K,2020-01-07,0.58394,0.58657,0.55711,0.56386,3.52%,
977,166.07K,2020-01-06,0.5640900000000001,0.5652900000000001,0.53054,0.5313100000000001,6.14%,
978,163.65K,2020-01-05,0.53144,0.5403800000000001,0.51693,0.5302,0.24%,
979,219.93K,2020-01-04,0.53017,0.53266,0.52422,0.5282800000000001,0.49%,
980,277.10K,2020-01-03,0.52756,0.53212,0.49445,0.49984,5.53%,
981,245.87K,2020-01-02,0.4999,0.51775,0.49815,0.51668,-3.23%,
982,130.82K,2020-01-01,0.5166000000000001,0.52124,0.51366,0.5147900000000001,0.32%,
983,130.29K,2019-12-31,0.51493,0.5260600000000001,0.51205,0.5200800000000001,-0.98%,
984,153.71K,2019-12-30,0.5200400000000001,0.5328700000000001,0.51793,0.53171,-2.28%,
985,154.05K,2019-12-29,0.5321600000000001,0.5410400000000001,0.52119,0.5227200000000001,1.83%,
986,153.02K,2019-12-28,0.52259,0.5268400000000001,0.5176000000000001,0.5182300000000001,0.90%,
987,169.94K,2019-12-27,0.51793,0.5187900000000001,0.5051800000000001,0.5136000000000001,0.82%,
988,178.97K,2019-12-26,0.5137,0.5308200000000001,0.51058,0.51244,0.24%,
989,149.93K,2019-12-25,0.5124700000000001,0.5182300000000001,0.50695,0.51781,-1.07%,
990,151.29K,2019-12-24,0.51802,0.5281800000000001,0.51124,0.5219900000000001,-0.76%,
991,144.47K,2019-12-23,0.522,0.5473600000000001,0.51756,0.5364,-2.64%,
992,152.60K,2019-12-22,0.53613,0.53669,0.5101100000000001,0.51088,4.91%,
993,144.12K,2019-12-21,0.5110600000000001,0.51526,0.50915,0.5151800000000001,-0.76%,
994,160.20K,2019-12-20,0.5149600000000001,0.5178200000000001,0.50634,0.51156,0.64%,
995,170.10K,2019-12-18,0.52114,0.5283500000000001,0.46223,0.47628,9.42%,
996,141.60K,2019-12-17,0.47629,0.50251,0.4733,0.49988,-4.82%,
997,140.63K,2019-12-16,0.50039,0.5233,0.49709,0.52095,-3.90%,
998,142.71K,2019-12-15,0.5206900000000001,0.52449,0.5131100000000001,0.5175500000000001,0.61%,
