,open,high,low,subjectivity,polarity,compound,negative,neutral,positive,timestamp
0,0.95105395758,1.04907270025,0.765020356128,0.0,0.0,0.9995,0.0,0.874,0.126,2020-04-11
1,0.785447714185,0.956669837035,0.762426200135,0.0,0.0,0.9998,0.0,0.861,0.139,2020-04-12
2,0.890759612431,0.891602782787,0.773976306644,0.0,0.0,0.9915,0.0,0.843,0.157,2020-04-13
3,0.777831565037,0.796472356866,0.628169430018,0.0,0.0,0.9988,0.0,0.804,0.196,2020-04-14
4,0.669289149224,0.704963548631,0.62153145556,0.0,0.0,0.9849,0.0,0.754,0.246,2020-04-15
5,0.630878816101,0.774192228467,0.625107412535,0.0,0.0,0.9996,0.0,0.845,0.155,2020-04-16
6,0.689312454191,0.719613782417,0.660727970818,0.0,0.0,0.9886,0.0,0.893,0.107,2020-04-17
7,0.660727970818,0.717618209437,0.659427087306,0.0,0.0,0.9141,0.0,0.903,0.097,2020-04-18
8,0.681515884453,0.68464132719,0.598486993213,0.0,0.0,0.9995,0.0,0.871,0.129,2020-04-19
9,0.612947581488,0.639253715698,0.52057781675,0.0,0.0,0.9984,0.0,0.831,0.169,2020-04-20
10,0.541386709626,0.604586042345,0.508548999936,0.0,0.0,0.9996,0.0,0.824,0.176,2020-04-21
11,0.581166089846,0.706963640285,0.569620792668,0.0,0.0,0.9996,0.0,0.849,0.151,2020-04-22
12,0.685347169644,0.698077000278,0.600321839105,0.0,0.0,0.9992,0.0,0.863,0.137,2020-04-23
13,0.624021171859,0.671020012488,0.613941111404,0.0,0.0,0.9982,0.0,0.852,0.148,2020-04-24
14,0.630528058118,0.670948281702,0.621547407359,0.0,0.0,0.9808,0.0,0.911,0.089,2020-04-25
15,0.653215035281,0.691499391682,0.631170580099,0.0,0.0,0.9943,0.0,0.85,0.15,2020-04-26
16,0.635713806985,0.660282639688,0.561027523835,0.0,0.0,0.9874,0.0,0.895,0.105,2020-04-27
17,0.578252730451,0.692147510505,0.568483717999,0.0,0.0,0.9325,0.0,0.847,0.153,2020-04-28
18,0.662285637918,0.777771293054,0.655273716711,0.0,0.0,0.9325,0.0,0.732,0.268,2020-04-29
19,0.747194537125,0.800816479295,0.68788052508,0.0,0.0,0.9818,0.0,0.855,0.145,2020-04-30
20,0.691045421015,0.737071288473,0.685902703146,0.0,0.0,0.9818,0.0,0.923,0.077,2020-05-01
21,0.727267603533,0.748980798928,0.707903537269,0.0,0.0,0.8402,0.0,0.933,0.067,2020-05-02
22,0.679625171586,0.70581247046,0.618433606439,0.0,0.0,0.9517,0.0,0.915,0.085,2020-05-04
23,0.673440456927,0.686214207407,0.626498811322,0.0,0.0,0.9993,0.0,0.873,0.127,2020-05-05
24,0.64245418812,0.673890820131,0.622583598868,0.0,0.0,0.9989,0.0,0.893,0.107,2020-05-06
25,0.622583598868,0.632267767367,0.573375617006,0.0,0.0,0.4588,0.0,0.914,0.086,2020-05-07
26,0.604041500539,0.625429237134,0.588447830009,0.0,0.0,0.0,0.0,1.0,0.0,2020-05-09
27,0.538371569664,0.5648742321,0.518038300363,0.0,0.0,0.4588,0.0,0.842,0.158,2020-05-13
28,0.605238714933,0.676431960943,0.582829718276,0.0,0.0,1.0,0.0,0.866,0.134,2020-05-22
29,0.637414621895,0.638848874061,0.58824731869,0.0,0.0,1.0,0.0,0.874,0.126,2020-05-23
30,0.613288867401,0.613288867401,0.548431875411,0.0,0.0,1.0,0.0,0.881,0.119,2020-05-24
31,0.548570201373,0.650137993099,0.538063657924,0.0,0.0,0.9999,0.0,0.859,0.141,2020-05-25
32,0.59910434994,0.612353062014,0.566463215148,0.0,0.0,0.9979,0.0,0.856,0.144,2020-05-26
33,0.574698779564,0.593405202433,0.56685841658,0.0,0.0,0.8668,0.0,0.787,0.213,2020-05-29
34,0.581355069208,0.602489267522,0.567050101707,0.0,0.0,0.9996,0.0,0.862,0.138,2020-05-30
35,0.587902737594,0.593997496664,0.569244662492,0.0,0.0,1.0,0.0,0.86,0.14,2020-05-31
36,0.573472359794,0.58783888873,0.567347938128,0.0,0.0,0.9998,0.0,0.873,0.127,2020-06-01
37,0.577142178709,0.589724657245,0.552294366376,0.0,0.0,0.9992,0.0,0.893,0.107,2020-06-02
38,0.56466943316,0.59102516796,0.564461229977,0.0,0.0,0.9325,0.0,0.888,0.112,2020-06-03
39,0.586867254127,0.591640038944,0.564517551613,0.0,0.0,0.5766,0.0,0.836,0.164,2020-06-04
